"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,5,5,"",0.836167,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0782685,0.539276,0.0359443,0.152687,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,6,"",0.910413,0,0,0,0,0,0,0,0.0291811,0,0,0,0.115539,0.584078,0.0289117,0.149868,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,5,7,"",1.47524,0,0,0,0,0,0,0.409879,0.0291811,0,0,0,0.156537,0.664831,0.0273489,0.183618,0,0,0,0.00384726,0,0,0,0
"MtrElec",1,5,8,"",1.80874,0,0,0,0,0,0,0.662198,0.0291811,0,0,0,0.15281,0.713887,0.0265675,0.219034,0,0,0,0.00506218,0,0,0,0
"MtrElec",1,5,9,"",2.82194,0,0,0,0,0,0,0.325016,0.0291811,0,0,0,0.12672,0.660905,0.0257861,0.211687,1.43738,0,0,0.00526467,0,0,0,0
"MtrElec",1,5,10,"",2.24903,0,0,0,0,0,0,0.239391,0.0291811,0,0,0,0.108085,0.620371,0.0218791,0.187307,1.03836,0,0,0.00445472,0,0,0,0
"MtrElec",1,5,11,"",1.1735,0,0,0,0,0,0,0.211486,0.0291811,0,0,0,0.100631,0.628275,0.0171908,0.182488,0,0,0,0.00425223,0,0,0,0
"MtrElec",1,5,12,"",1.12543,0,0,0,0,0,0,0.169439,0.0291811,0,0,0,0.0931768,0.628275,0.011721,0.187762,0,0,0,0.00587213,0,0,0,0
"MtrElec",1,5,13,"",1.09273,0,0,0,0,0,0,0.138988,0.0291811,0,0,0,0.0782685,0.628758,0.00937678,0.201075,0,0,0,0.00708706,0,0,0,0
"MtrElec",1,5,14,"",1.07201,0,0,0,0,0,0,0.111477,0.0291811,0,0,0,0.0782685,0.642693,0.00859538,0.195319,0,0,0,0.0064796,0,0,0,0
"MtrElec",1,5,15,"",1.09157,0,0,0,0,0,0,0.0971181,0.0291811,0,0,0,0.0782685,0.666083,0.00859538,0.205439,0,0,0,0.00688457,0,0,0,0
"MtrElec",1,5,16,"",1.11526,0,0,0,0,0,0,0.0763159,0.0291811,0,0,0,0.0969038,0.686183,0.00937678,0.206773,0,0,0,0.0105293,0,0,0,0
"MtrElec",1,5,17,"",1.64069,0,0,0,0,0,0,0.0588781,0.0291811,0,0,0,0.115539,0.77465,0.0148466,0.206781,0,0,0.417529,0.023286,0,0,0,0
"MtrElec",1,5,18,"",2.0547,0,0,0,0,0,0,0.0342653,0.0291811,0,0,0,0.163991,0.890989,0.0289117,0.227691,0,0.176352,0.464236,0.0390801,0,0,0,0
"MtrElec",1,5,19,"",1.89231,0,0,0,0,0,0,0.058833,0.0291811,0,0,0,0.313074,0.968866,0.0382885,0.251536,0,0.196079,0,0.0364477,0,0,0,0
"MtrElec",1,5,20,"",1.91228,0,0,0,0,0,0,0.101664,0.0291811,0,0,0,0.436067,1.01762,0.0507909,0.257117,0,0,0,0.0198438,0,0,0,0
"MtrElec",1,5,21,"",1.94673,0,0,0,0,0,0,0.117752,0.0291811,0,0,0,0.421159,1.06002,0.0711072,0.239002,0,0,0,0.00850447,0,0,0,0
